draft_year,rnd,pick,tm,player,pos,g,search_key,id,year_signed,signing_tm,value,value_norm,gtd,gtd_norm
2002,1.0,11.0,IND,Dwight Freeney,DE,218.0,"Dwight Freeney, DE",449,2017.0,Seahawks,1000000.0,0.005988023952095809,0.0,0.0
2002,1.0,15.0,TEN,Albert Haynesworth,DT,123.0,"Albert Haynesworth, DT",453,2009.0,Commanders,80000000.0,0.6504065040650406,41000000.0,0.3333333333333333
2002,1.0,15.0,TEN,Albert Haynesworth,DT,123.0,"Albert Haynesworth, DT",453,2008.0,Titans,7250003.0,0.06250002586206896,7250003.0,0.06250002586206896
2002,1.0,15.0,TEN,Albert Haynesworth,DT,123.0,"Albert Haynesworth, DT",453,2011.0,TB/NE,8700000.0,0.07227414330218068,0.0,0.0
2002,1.0,15.0,TEN,Albert Haynesworth,DT,123.0,"Albert Haynesworth, DT",453,2002.0,Titans,9103344.0,0.1280339798315073,5500010.0,0.0773548895233541
2002,1.0,20.0,GNB,Javon Walker,WR,83.0,"Javon Walker, WR",458,2008.0,Raiders,55000000.0,0.47413793103448276,16000000.0,0.13793103448275862
2002,1.0,20.0,GNB,Javon Walker,WR,83.0,"Javon Walker, WR",458,2006.0,Broncos,39750000.0,0.3897058823529412,1000000.0,0.00980392156862745
2002,1.0,20.0,GNB,Javon Walker,WR,83.0,"Javon Walker, WR",458,2009.0,Raiders,16000000.0,0.13008130081300814,4600000.0,0.03739837398373984
2002,1.0,20.0,GNB,Javon Walker,WR,83.0,"Javon Walker, WR",458,2002.0,Packers,6700000.0,0.09423214863363384,4300000.0,0.060477349123078436
2002,1.0,20.0,GNB,Javon Walker,WR,83.0,"Javon Walker, WR",458,2010.0,Vikings,755000.0,0.006204417051874679,0.0,0.0
2002,1.0,21.0,NWE,Daniel Graham,TE,148.0,"Daniel Graham, TE",459,2007.0,Broncos,30000000.0,0.27522935779816515,15000000.0,0.13761467889908258
2002,1.0,21.0,NWE,Daniel Graham,TE,148.0,"Daniel Graham, TE",459,2011.0,Titans,8250000.0,0.06853582554517133,2000000.0,0.016614745586708203
2002,1.0,21.0,NWE,Daniel Graham,TE,148.0,"Daniel Graham, TE",459,2002.0,Patriots,6825000.0,0.09599021110814195,4200000.0,0.05907089914347196
2002,1.0,21.0,NWE,Daniel Graham,TE,148.0,"Daniel Graham, TE",459,2012.0,Saints,990000.0,0.008208955223880597,65000.0,0.000538971807628524
2002,2.0,51.0,DEN,Clinton Portis,RB,113.0,"Clinton Portis, RB",489,2004.0,Commanders,49165000.0,0.6101238489985357,13000000.0,0.16132635079794494
2002,2.0,51.0,DEN,Clinton Portis,RB,113.0,"Clinton Portis, RB",489,2008.0,Commanders,46120000.0,0.3975862068965517,15756000.0,0.13582758620689656
2002,2.0,51.0,DEN,Clinton Portis,RB,113.0,"Clinton Portis, RB",489,2002.0,Broncos,2650000.0,0.03727092445957159,1290000.0,0.018143204736923532
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2018.0,Jets,10000000.0,0.056433408577878104,5000000.0,0.028216704288939052
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2014.0,Buccaneers,10000000.0,0.07518796992481203,4750000.0,0.03571428571428571
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2017.0,Jets,6000000.0,0.03592814371257485,6000000.0,0.03592814371257485
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2015.0,Browns,14000000.0,0.0977107761027359,6250000.0,0.043620882188721385
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2006.0,DET/LV,6000000.0,0.058823529411764705,2000000.0,0.0196078431372549
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2008.0,MIA/CAR,6250000.0,0.05387931034482758,2500000.0,0.021551724137931036
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2005.0,Cardinals,1430000.0,0.01672514619883041,0.0,0.0
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2019.0,Eagles,2000000.0,0.010626992561105207,2000000.0,0.010626992561105207
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2012.0,Bears,875000.0,0.007255389718076285,25000.0,0.00020729684908789387
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2013.0,Bears,865000.0,0.006998381877022654,125000.0,0.0010113268608414239
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2012.0,Bears,825000.0,0.006840796019900498,0.0,0.0
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2011.0,CHI/SF,810000.0,0.0067289719626168224,0.0,0.0
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2002.0,Cardinals,1388000.0,0.01952152571693788,483000.0,0.006793153401499275
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2020.0,Texans,2125000.0,0.010721493440968718,0.0,0.0
2002,3.0,81.0,ARI,Josh McCown,QB,102.0,"Josh McCown, QB",519,2020.0,Eagles,204000.0,0.001029263370332997,0.0,0.0
2002,5.0,154.0,NYJ,Jonathan Goodwin,G,195.0,"Jonathan Goodwin, G",584,2011.0,49ers,9100000.0,0.07559709241952232,4000000.0,0.033229491173416406
2002,5.0,154.0,NYJ,Jonathan Goodwin,G,195.0,"Jonathan Goodwin, G",584,2008.0,Saints,8250000.0,0.07112068965517242,2800000.0,0.02413793103448276
2002,5.0,154.0,NYJ,Jonathan Goodwin,G,195.0,"Jonathan Goodwin, G",584,2013.0,49ers,2500000.0,0.020226537216828478,1000000.0,0.008090614886731391
